"model","manufacturer","resolution_x","resolution_y","pixel_size_um","sensor_format","color_mode","shutter_type","max_fps","interface","bandwidth_mbps","bit_depth","dynamic_range_db","lens_mount"
"AH3A20CG000E","iRAYPLE","4024","3036","1.85","1/1.7""CMOS","Color","Rolling","9.7","GigE","120","12","69.2","C"
"AH3A20CU000E","iRAYPLE","4024","3036","1.85","1/1.7""CMOS","Color","Rolling/GlobalResetRealease","31.7","USB3","380","12","66","C"
"AH3A20MG000E","iRAYPLE","4024","3036","1.85","1/1.7""CMOS","Mono","Rolling","9.7","GigE","120","12","69.3","C"
"AH3A20MU000E","iRAYPLE","4024","3036","1.85","1/1.7""CMOS","Mono","Rolling/GlobalResetRealease","31.7","USB3","380","12","66","C"
"AH3B00CG000E","iRAYPLE","5472","3648","2.4","1""CMOS","Color","Rolling/GlobalResetRealease","5.9","GigE","120","12","71.5","C"
"AH3B00CU000E","iRAYPLE","5472","3648","2.4","1""CMOS","Color","Rolling/GlobalResetRealease","19.1","USB3","380","12","61.5","C"
"AH3B00MG000E","iRAYPLE","5472","3648","2.4","1""CMOS","Mono","Rolling/GlobalResetRealease","5.9","GigE","120","12","68.3","C"
"AH3B00MU000E","iRAYPLE","5472","3648","2.4","1""CMOS","Mono","Rolling/GlobalResetRealease","19.1","USB3","380","12","61.5","C"
"AH3B01CG000E","iRAYPLE","5120","3840","1.4","1/1.8""CMOS","Color","Rolling/GlobalResetRealease","5.9","GigE","120","12","61.5","C"
"AH3B01CU000E","iRAYPLE","5120","3840","1.4","1/1.8""CMOS","Color","Rolling/GlobalResetRealease","19.6","USB3","380","12","61","C"
"AH3B01MG000E","iRAYPLE","5120","3840","1.4","1/1.8""CMOS","Mono","Rolling/GlobalResetRealease","5.9","GigE","120","12","61.5","C"
"AH3B01MU000E","iRAYPLE","5120","3840","1.4","1/1.8""CMOS","Mono","Rolling/GlobalResetRealease","19.6","USB3","380","12","61","C"
"AH5200CG000E","iRAYPLE","1624","1240","4.5","1/1.7""CMOS","Color","Global","60","GigE","120","12","71.5","C"
"AH5200CU000E","iRAYPLE","1624","1240","4.5","1/1.7""CMOS","Color","Global","89","USB3","380","12","73","C"
"AH5200MG000E","iRAYPLE","1624","1240","4.5","1/1.7""CMOS","Mono","Global","60","GigE","120","12","71.5","C"
"AH5200MU000E","iRAYPLE","1624","1240","4.5","1/1.7""CMOS","Mono","Global","89","USB3","380","12","73","C"
"AH5207CG000E","iRAYPLE","2048","1200","4","1/1.7""CMOS","Color","Global","49","GigE","120","12","66","C"
"AH5207CU000E","iRAYPLE","2048","1200","4","1/1.7""CMOS","Color","Global","150","USB3","380","12","67","C"
"AH5207MG000E","iRAYPLE","2048","1200","4","1/1.7""CMOS","Mono","Global","49","GigE","120","12","66","C"
"AH5207MU000E","iRAYPLE","2048","1200","4","1/1.7""CMOS","Mono","Global","150","USB3","380","12","67","C"
"AH5308CG000E","iRAYPLE","2048","1536","3.45","2/3""CMOS","Color","Global","38","GigE","120","12","61.5","C"
"AH5308MG000E","iRAYPLE","2048","1536","3.45","2/3""CMOS","Mono","Global","38","GigE","120","12","61.5","C"
"AH5507CP000E","iRAYPLE","2448","2048","3.4","CMOS","Color","Global","164","CoaXPress","2400","10","67.9","C"
"AH5507MP000E","iRAYPLE","2448","2048","3.4","CMOS","Mono","Global","164","CoaXPress","2400","10","66.9","C"
"AH5508CG000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","24","GigE","120","12","61.5","C"
"AH5508CU000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","75","USB3","380","12","61.5","C"
"AH5508MG000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Mono","Global","24","GigE","120","12","61.5","C"
"AH5508MU000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Mono","Global","75","USB3","380","12","61.5","C"
"AH5A09CG200E","iRAYPLE","4096","2460","3.45","1""CMOS","Color","Global","11.9","GigE","120","12","60","C"
"AH5A09CU200E","iRAYPLE","4096","2460","3.45","1""CMOS","Color","Global","38.4","USB3","380","12","57","C"
"AH5A09MG200E","iRAYPLE","4096","2460","3.45","1""CMOS","Mono","Global","11.9","GigE","120","12","60","C"
"AH5A09MU200E","iRAYPLE","4096","2460","3.45","1""CMOS","Mono","Global","38.4","USB3","380","12","57","C"
"AH5A27CG000E","iRAYPLE","4096","3072","3.4","1.1""CMOS","Color","Global","9.6","GigE","120","12","69.2","C"
"AH5A27CP000E","iRAYPLE","4096","3072","3.4","CMOS","Color","Global","94","CoaXPress","2400","10","67.9","C"
"AH5A27MG000E","iRAYPLE","4096","3072","3.4","1.1""CMOS","Mono","Global","9.6","GigE","120","12","69","C"
"AH5A27MP000E","iRAYPLE","4096","3072","3.4","CMOS","Mono","Global","94","CoaXPress","2400","10","67.9","C"
"AH5A27MU000E","iRAYPLE","4096","3072","3.4","1.1""CMOS","Mono","Global","30.7","USB3","380","12","69","C"
"AH5B57CG200E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Color","Global","4.5","GigE","120","12","63","C"
"AH5B57CU200E","iRAYPLE","5120","5120","2.5","1.1""CMOS","color","Global","14.7","USB3","380","12","64","C"
"AH5B57MG200E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","4.5","GigE","120","12","63","C"
"AH5B57MP000E","iRAYPLE","5120","5120","2.5","1.1"" CMOS","Mono","Global","41.85","CoaXPress","2400","12","64.3","C"
"AH5B57MU200E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","14.7","USB3","380","12","64","C"
"AH5B57MV200E","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","30","USB3","380","12","64","C"
"AH7040CG000E","iRAYPLE","720","540","6.9","1/2.9""CMOS","Color","Global","310","GigE","120","12","68.3","C"
"AH7040CG001E","iRAYPLE","720","520","6.9","1/2.9""CMOS","Color","Global","125.2","GigE","120","10","62.5","C"
"AH7040CU000E","iRAYPLE","720","540","6.9","1/2.9""CMOS","Color","Global","525","USB3","380","12","73","C"
"AH7040MG000E","iRAYPLE","720","540","6.9","1/2.9""CMOS","Mono","Global","310","GigE","120","12","68.2","C"
"AH7040MG001E","iRAYPLE","720","520","6.9","1/2.9""CMOS","Mono","Global","125.2","GigE","120","10","62.5","C"
"AH7040MK100E","iRAYPLE","720","540","6.9","1/2.9""CMOS","Mono","Global","117","CameraLink","680","10","70","C"
"AH7040MU000E","iRAYPLE","720","540","6.9","1/2.9""CMOS","Mono","Global","525","USB3","380","12","73","C"
"AH7160CG000E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Color","Global","77","GigE","120","12","70.8","C"
"AH7160CG001E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Color","Global","65.2","GigE","120","10","65.5","C"
"AH7160CU000E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Color","Global","249","USB3","380","12","73","C"
"AH7160MG000E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Mono","Global","77","GigE","120","12","71","C"
"AH7160MG001E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Mono","Global","65.2","GigE","120","10","65.5","C"
"AH7160MU000E","iRAYPLE","1440","1080","3.45","1/2.9""CMOS","Mono","Global","249","USB3","380","12","73","C"
"AH7200CG000E","iRAYPLE","1920","1200","5.86","1/1.2""CMOS","Color","Global","40","GigE","120","12","60","C"
"AH7200MG000E","iRAYPLE","1920","1200","5.86","1/1.2""CMOS","Mono","Global","40","GigE","120","12","60","C"
"AH7500CG000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","24","GigE","120","12","71.1","C"
"AH7500CU000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","68.2","USB3","380","12","73","C"
"AH7500CU075E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Color","Global","75.2","USB3","380","12","70","C"
"AH7500MG000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Mono","Global","24","GigE","120","12","71.1","C"
"AH7500MU000E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Mono","Global","68.2","USB3","380","12","73","C"
"AH7500MU075E","iRAYPLE","2448","2048","3.45","2/3""CMOS","Mono","Global","75.2","USB3","380","12","70","C"
"AH7900CG000E","iRAYPLE","4096","2160","3.45","1""CMOS","Color","Global","13.7","GigE","120","12","70.8","C"
"AH7900CU000E","iRAYPLE","4096","2160","3.45","1""CMOS","Color","Global","41.6","USB3","380","12","70.6","C"
"AH7900MG000E","iRAYPLE","4096","2160","3.45","1""CMOS","Mono","Global","13.7","GigE","120","12","71","C"
"AH7900MU000E","iRAYPLE","4096","2160","3.45","1""CMOS","Mono","Global","41.6","USB3","380","12","70.6","C"
"AH7A20CG000E","iRAYPLE","4096","3000","3.45","1.1""CMOS","Color","Global","9.9","GigE","120","12","70.8","C"
"AH7A20CU000E","iRAYPLE","4096","3000","3.45","1.1""CMOS","Color","Global","30.2","USB3","380","12","70.6","C"
"AH7A20MG000E","iRAYPLE","4096","3000","3.45","1.1""CMOS","Mono","Global","9.9","GigE","120","12","70.9","C"
"AH7A20MU000E","iRAYPLE","4096","3000","3.45","1.1""CMOS","Mono","Global","30.2","USB3","380","12","70.6","C"
"AH7A2AMG000E","iRAYPLE","4096","3000","2.74","1.1""CMOS","Mono","Global","9","GigE","120","12","71","C"
"AH7A6AMG000E","iRAYPLE","5320","3032","2.74","1.1""CMOS","Mono","Global","7.2","GigE","120","12","60","C"
"AH7B0ACG000E","iRAYPLE","4504","4504","2.74","1.1""CMOS","Color","Global","5.9","GigE","120","12","71","C"
"AH7B0AMG000E","iRAYPLE","4504","4504","2.74","1.1""CMOS","Mono","Global","5.9","GigE","120","12","71","C"
"AH7B4ACG000E","iRAYPLE","5328","4608","2.74","1.2""CMOS","Color","Global","4.9","GigE","120","12","71","C"
"AH7B4AMG000E","iRAYPLE","5328","4608","2.74","1.2""CMOS","Mono","Global","4.9","GigE","120","12","71","C"
"AHS130MG000E","iRAYPLE","1280","1024","5","1/2""CMOS","Mono","Global","92","GigE","120","12","56","C"
"AX0057MX1E-000","iRAYPLE","2448","2048","3.4","2/3""CMOS","Mono","Global","118","CoaXPress","1200","10","0","C"
"AX0127MP1E-000","iRAYPLE","4096","3072","3.4","1.1""CMOS","Mono","Global","94","CoaXPress","2400","10","59.7","C"
"AX0127MX2E-000","iRAYPLE","4096","3072","3.4","1.1""CMOS","Mono","Global","94","CoaXPress","1200","10","59.7","C"
"AX0257MP2E-100","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","89","CoaXPress","2400","10","63","C"
"AX0257MP4E-100","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","150","CoaXPress","2400","10","63","C"
"AX0257MP4E-150","iRAYPLE","5120","5120","2.5","1.1""CMOS","Mono","Global","150","CoaXPress","2400","10","63","M58"
"AX0657MP4E-150","iRAYPLE","9344","7000","3.2","29.9 mm × 22.4 mm CMOS","Mono","Global","71","CoaXPress","2400","10","66","M58"
"AX1037MP4E-450","iRAYPLE","11264","9200","3.2","36.1 mm × 29.4 mm CMOS","Mono","Global","24.8","CoaXPress","2400","12","66.4","M58"
"AX2450CP4E-670-F","iRAYPLE","19200","12800","2.81","64.84 mm CMOS","Color","Rolling","12.4","CoaXPress","2400","12","71.7","M72 × 0.75"
"AX2450MP4E-670-F","iRAYPLE","19200","12800","2.81","64.84 mm CMOS","Mono","Rolling","12.4","CoaXPress","2400","12","71.7","M72 × 0.75"
"AX5A22CP050E","iRAYPLE","4096","3072","5.5","22.5 mm x 16.9 mm CMOS","Color","Global","330","CoaXPress","2400","12","60","M58"
"AX5A22CX050E","iRAYPLE","4096","3072","5.5","22.5 mm × 16.9 mm CMOS","Color","Global","188","CoaXPress","1200","10","60","M58"
"AX5A22CX060E","iRAYPLE","4096","3072","5.5","22.5 mm × 16.9 mm CMOS","Color","Global","188","CoaXPress","1200","10","60","F"
"AX5A22CX340E","iRAYPLE","4096","3072","5.5","22.5 mm × 16.9 mm CMOS","Color","Global","188","CoaXPress","1200","10","60","M42"
"AX5A22MP050E","iRAYPLE","4096","3072","5.5","22.5 mm x 16.9 mm CMOS","Mono","Global","330","CoaXPress","2400","12","60","M58"
"AX5A22MX050E","iRAYPLE","4096","3072","5.5","22.5 mm × 16.9 mm CMOS","Mono","Global","188","CoaXPress","1200","10","60","M58"
"AX5A22MX060E","iRAYPLE","4096","3072","5.5","22.5 mm × 16.9 mm CMOS","Mono","Global","188","CoaXPress","1200","10","60","F"
"AX5A22MX340E","iRAYPLE","4096","3072","5.5","22.5 mm × 16.9 mm CMOS","Mono","Global","188","CoaXPress","1200","10","60","M42"
"AX5B17MP050E","iRAYPLE","5120","4096","4.5","23.0 mm × 18.4 mm CMOS","Mono","Global","219","CoaXPress","2400","12","69","M58"
"AX5B57CT200E","iRAYPLE","5120","5120","2.5","1.1"" CMOS","Color","Global","41","10GigE","1000","12","63","C"
"AX5B57CT250E","iRAYPLE","5120","5120","2.5","1.1"" CMOS","Color","Global","41","10GigE","1000","12","63","M58"
"AX5B57MT200E","iRAYPLE","5120","5120","2.5","1.1"" CMOS","Mono","Global","41","10GigE","1000","12","63","C"
"AX5B57MT250E","iRAYPLE","5120","5120","2.5","1.1"" CMOS","Mono","Global","41","10GigE","1000","12","63","M58"
"AX5E07CG250E","iRAYPLE","9344","5000","3.2","29.0 mm x 16.0 mm CMOS","Color","Global","2.6","GigE","120","12","66","M58"
"AX5E07CK250E","iRAYPLE","9280","4992","3.2","29.9 mm × 16.0 mm CMOS","Color","Global","17.5","CameraLink","680","12","66","M58"
"AX5E07CT250E","iRAYPLE","7008","7000","3.2","22.4 mm × 22.4 mm","Color","Global","17.4","10GigE","1000","12","66","M58"
"AX5E07CX250E","iRAYPLE","9344","5000","3.2","29.9 mm × 16.0 mm CMOS","Color","Global","44","CoaXPress","1200","12","66","M58"
"AX5E07MG250E","iRAYPLE","9344","5000","3.2","29.0 mm × 16.0 mm CMOS","Mono","Global","2.6","GigE","120","12","66","M58"
"AX5E07MK250E","iRAYPLE","9280","4992","3.2","29.9 mm × 16.0 mm CMOS","Mono","Global","17.5","CameraLink","680","12","66","M58"
"AX5E07MT250E","iRAYPLE","7008","7000","3.2","22.4 mm × 22.4 mm","Mono","Global","17.4","10GigE","1000","12","66","M58"
"AX5E07MX250E","iRAYPLE","9344","5000","3.2","29.9 mm x 16.0 mm CMOS","Mono","Global","44","CoaXPress","1200","12","66","M58"
"AX5F57CG250E","iRAYPLE","9344","7000","3.2","29.9 mm x 22.4 mm CMOS","Color","Global","1.7","GigE","120","12","66","M58"
"AX5F57CK250E","iRAYPLE","9280","6992","3.2","29.9 mm × 22.4 mm CMOS","Color","Global","12.5","CameraLink","680","12","66","M58"
"AX5F57CP050E","iRAYPLE","9344","7000","3.2","29.9 mm × 22.4 mm CMOS","Color","Global","71","CoaXPress","2400","10","66","M58"
"AX5F57CT250E","iRAYPLE","9344","7000","3.2","29.9mm × 22.4mm CMOS","Color","Global","17.4","10GigE","1000","12","66","M58"
"AX5F57CX250E","iRAYPLE","9344","7000","3.2","29.9 mm × 22.4 mm CMOS","Color","Global","31","CoaXPress","1200","12","66","M58"
"AX5F57MG250E","iRAYPLE","9344","7000","3.2","29.9 mm × 22.4 mm CMOS","Mono","Global","1.7","GigE","120","12","66","M58"
"AX5F57MK250E","iRAYPLE","9280","6992","3.2","29.9 mm × 22.4 mm CMOS","Mono","Global","12.5","CameraLink","680","12","66","M58"
"AX5F57MP050E","iRAYPLE","9344","7000","3.2","29.9 mm × 22.4 mm CMOS","Mono","Global","71","CoaXPress","2400","10","66","M58"
"AX5F57MT250E","iRAYPLE","9344","7000","3.2","29.9mm × 22.4mm CMOS","Mono","Global","17.4","10GigE","1000","12","66","M58"
"AX5F57MX250E","iRAYPLE","9344","7000","3.2","29.9 mm × 22.4 mm CMOS","Mono","Global","31","CoaXPress","1200","12","66","M58"
"AX5K37MT250E","iRAYPLE","11264","9200","3.2","36.1 mm × 29.4 mm CMOS","Mono","Global","11.25","10GigE","1000","12","66.4","M58"
"AX7A20CT250E","iRAYPLE","4096","3000","3.45","1.1"" CMOS","Color","Global","68","10GigE","1000","10","71.6","M58"
"AX7A20MT250E","iRAYPLE","4096","3000","3.45","1.1"" CMOS","Mono","Global","68","10GigE","1000","10","71.6","M58"
"AX7C10CG250E","iRAYPLE","6464","4852","3.45","22.3 mm x 16.7 mm CMOS","Color","Global","3.6","GigE","120","12","73","M58"
"AX7C10CK250E","iRAYPLE","6240","4848","3.45","22.3 mm x 16.7 mm CMOS","Color","Global","24.8","CameraLink","680","10","73","M58"
"AX7C10MG250E","iRAYPLE","6464","4852","3.45","22.3 mm × 16.7 mm CMOS","Mono","Global","3.6","GigE","120","12","73","M58"
"AX7C10MK250E","iRAYPLE","6240","4848","3.45","22.3 mm x 16.7 mm CMOS","Mono","Global","24.8","CameraLink","680","10","73","M58"
"AX7Q00MK470E","iRAYPLE","14160","10640","3.76","53.4 mm x 40.0 mm CMOS","Mono","Rolling","5.1","CameraLink","680","12","90","M72 x 0.75"
"AX7Q10CX470E","iRAYPLE","14192","10640","3.76","53.4 mm x 40.0 mm CMOS","Color","Rolling","6.1","CoaXPress","1200","12","90","M72 x 0.75"
"AX7Q10CX770E","iRAYPLE","14192","10640","3.76","IMX411","Color","Rolling","6.2","CoaXPress","1200","12","78","M72 × 0.75"
"AX7Q10MX470E","iRAYPLE","14192","10640","3.76","53.4 mm x 40.0 mm CMOS","Mono","Rolling","6.1","CoaXPress","1200","12","90","M72 x 0.75"
"AX7Q10MX670E","iRAYPLE","28384","21280","3.76","53.4 mm x 40.0 mm CMOS","Mono","Rolling","1.55","CoaXPress","1200","12","78","M72 × 0.75"
"AX7Q10MX770E","iRAYPLE","14192","10640","3.76","53.4 mm x 40.0 mm CMOS","Mono","Rolling","6.2","CoaXPress","1200","12","78","M72 x 0.75"
"AX7Q27CP470E","iRAYPLE","16544","9200","3.2","53.0 mm × 29.4 mm CMOS","Color","Global","16","CoaXPress","2400","12","67.3","M72 × 0.75"
"AX7Q27CT470E","iRAYPLE","16544","9200","3.2","53.0 mm × 29.4 mm CMOS","Color","Global","7.76","10GigE","1000","12","67.3","M72 × 0.75"
"AX7Q27MP470E","iRAYPLE","16544","9200","3.2","53.0 mm × 29.4 mm CMOS","Mono","Global","16","CoaXPress","2400","12","67.3","M72 × 0.75"
"AX7Q27MT470E","iRAYPLE","16544","9200","3.2","53.0 mm × 29.4 mm CMOS","Mono","Global","7.76","10GigE","1000","12","67.3","M72 × 0.75"
"COE-023-M-USB-060-IR-C","COE","1920","1200","5.9","1/1.2","Mono","Global","41.0","USB3","380","12","70.0","C"
"COE-050-M-USB-070-IR-C","COE","2448","2048","3.45","2/3","Mono","Global","60.0","USB3","380","12","71.0","C"
"COE-089-M-USB-070-IR-C","COE","4096","2160","3.45","1","Mono","Global","32.2","USB3","380","12","72.8","C"
"COE-123-M-USB-090-IR-C","COE","4096","3000","3.45","1.1","Mono","Global","30.3","USB3","380","12","72.2","C"
"COE-200-M-USB-080-IR-C","COE","5472","3648","2.4","1","Mono","Rolling","19.2","USB3","380","12","65.5","C"
"CST-CG004-300GC","CST","720","540","6.9","1/2.9""","Color","Global","300","GigE","120","12","0","C"
"CST-CG004-300GM","CST","720","540","6.9","1/2.9""","Mono","Global","300","GigE","120","12","0","C"
"CST-CG013-80GC","CST","1280","1024","4.8","1/2""","Color","Global","80","GigE","120","12","0","C"
"CST-CG013-80GM","CST","1280","1024","4.8","1/2""","Mono","Global","80","GigE","120","12","0","C"
"CST-CG013-87GC","CST","1280","1024","4","1/2.7""","Color","Global","87","GigE","120","12","0","C"
"CST-CG013-87GM","CST","1280","1024","4","1/2.7""","Mono","Global","87","GigE","120","12","0","C"
"CST-CG016-77GC","CST","1440","1080","3.45","1/2.9""","Color","Global","77","GigE","120","12","0","C"
"CST-CG016-77GM","CST","1440","1080","3.45","1/2.9""","Mono","Global","77","GigE","120","12","0","C"
"CST-CG020-60GC","CST","1624","1240","4.5","1/1.7""","Color","Global","60","GigE","120","12","0","C"
"CST-CG020-60GM","CST","1624","1240","4.5","1/1.7""","Mono","Global","60","GigE","120","12","0","C"
"CST-CG023-39GC","CST","1920","1200","5.86","1/1.2""","Color","Global","39","GigE","120","12","0","C"
"CST-CG023-39GM","CST","1920","1200","5.86","1/1.2""","Mono","Global","39","GigE","120","12","0","C"
"CST-CG030-36GC","CST","2048","1536","3.45","1/1.8""","Color","Global","36","GigE","120","12","0","C"
"CST-CG030-36GM","CST","2048","1536","3.45","1/1.8""","Mono","Global","36","GigE","120","12","0","C"
"CST-CG050-20GC","CST","2448","2048","3.45","2/3""","Color","Global","20","GigE","120","12","0","C"
"CST-CG050-20GM","CST","2448","2048","3.45","2/3""","Mono","Global","20","GigE","120","12","0","C"
"CST-CG050-75UC","CST","2448","2048","3.45","2/3""","Color","Global","75","USB3","380","12","0","C"
"CST-CG050-75UM","CST","2448","2048","3.45","2/3""","Mono","Global","75","USB3","380","12","0","C"
"CST-CG053-21GC","CST","2592","2048","3.2","2/3""","Color","Global","21","GigE","120","12","0","C"
"CST-CG053-21GM","CST","2592","2048","3.2","2/3""","Mono","Global","21","GigE","120","12","0","C"
"CST-CG123-20CC","CST","4096","3000","3.45","1.1""","Color","Global","20","CameraLink","680","12","0","C"
"CST-CG123-20CM","CST","4096","3000","3.45","1.1""","Mono","Global","20","CameraLink","680","12","0","C"
"CST-CG123-30UC","CST","4096","3000","3.45","1.1""","Color","Global","23","USB3","380","12","0","C"
"CST-CG123-30UM","CST","4096","3000","3.45","1.1""","Mono","Global","23","USB3","380","12","0","C"
"CST-CG123-9GC","CST","4096","3000","3.45","1.1""","Color","Global","9","GigE","120","12","0","C"
"CST-CG123-9GM","CST","4096","3000","3.45","1.1""","Mono","Global","9","GigE","120","12","0","C"
"CST-CG250-14UC","CST","5120","5120","2.5","1.1""","Color","Global","14","USB3","380","12","0","C"
"CST-CG250-14UM","CST","5120","5120","2.5","1.1""","Mono","Global","14","USB3","380","12","0","C"
"CST-CG250-30CM","CST","5120","5120","2.5","1.1""","Mono","Global","30","CameraLink","680","12","0","C"
"CST-CG250-4GC","CST","5120","5120","2.5","1.1""","Color","Global","4","GigE","120","12","0","C"
"CST-CG250-4GM","CST","5120","5120","2.5","1.1""","Mono","Global","4","GigE","120","12","0","C"
"CST-CG300-3GC","CST","6464","4852","3.45","22.3x16.7mm","Color","Global","3.6","GigE","120","12","0","C"
"CST-CG300-3GM","CST","6464","4852","3.45","22.3x16.7mm","Mono","Global","3.6","GigE","120","12","0","C"
"CST-CG654-1GC","CST","9344","7000","3.2","29.9x22.4mm","Color","Global","1.7","GigE","120","12","0","C"
"CST-CG654-1GM","CST","9344","7000","3.2","29.9x22.4mm","Mono","Global","1.7","GigE","120","12","0","C"
"CST-CR050-23GC","CST","2592","1944","2.2","1/2.5""","Color","Rolling","23","GigE","120","12","0","C"
"CST-CR050-23GM","CST","2592","1944","2.2","1/2.5""","Mono","Rolling","23","GigE","120","12","0","C"
"CST-CR060-18GC","CST","3072","2048","2.4","1/1.8""","Color","Rolling","18","GigE","120","12","0","C"
"CST-CR060-18GM","CST","3072","2048","2.4","1/1.8""","Mono","Rolling","18","GigE","120","12","0","C"
"CST-CR100-10GM","CST","3856","2764","1.67","1/2.3""","Mono","Rolling","10","GigE","120","12","0","C"
"CST-CR120-9GC","CST","4000","3000","1.85","1/1.7""","Color","Rolling","9","GigE","120","12","0","C"
"CST-CR120-9GM","CST","4000","3000","1.85","1/1.7""","Mono","Rolling","9","GigE","120","12","0","C"
"CST-CR200-6GC","CST","5472","3648","2.4","1""","Color","Rolling","5.8","GigE","120","12","0","C"
"CST-CR200-6GM","CST","5472","3648","2.4","1""","Mono","Rolling","5.8","GigE","120","12","0","C"
"ITA120-GM-10C","iRAYPLE","4112","3008","3.45","1.1","Mono","Global","9.5","GigE","120","12","69.8","C"
"ITA162-GM-20C","iRAYPLE","5328","3040","2.74","1.1","Mono","Global","7.3","GigE","120","12","70.3","C"
"ITA246-GM-20C","iRAYPLE","5328","4608","2.74","1.2","Mono","Global","4.8","GigE","120","12","70.4","C"
"ITA50-GM-10C","iRAYPLE","2464","2056","3.45","2/3","Mono","Global","23.2","GigE","120","12","71.2","C"
"ITA81-GM-20C","iRAYPLE","2856","2848","2.74","2/3","Mono","Global","14.4","GigE","120","12","69.7","C"
"MVAC-PY-FX453-43XP","Hikrobot","4024","3036","1.85","1/1.7""","Color","Rolling","29.2","USB3","380","12","69.4","C"
"MV-CA003-20GC","Hikrobot","672","512","4.8","1/4""","","Global","336","GigE","120","12","59","C"
"MV-CA003-21UC","Hikrobot","640","480","4.8","1/4""","","Global","814.5","USB3","380","12","59","C"
"MV-CA004-10GC","Hikrobot","720","540","6.9","1/2.9""","","Global","312.9","GigE","120","12","74","C"
"MV-CA004-10GM","Hikrobot","720","540","6.9","1/2.9""","","Global","312.9","GigE","120","12","74","C"
"MV-CA004-10UC","Hikrobot","720","540","6.9","1/2.9""","","Global","526.5","USB3","380","12","74","C"
"MV-CA004-10UM","Hikrobot","720","540","6.9","1/2.9""","","Global","526.5","USB3","380","12","74","C"
"MV-CA013-20GC","Hikrobot","1280","1024","4.8","1/2""","","Global","90","GigE","120","12","59.6","C"
"MV-CA013-20GM","Hikrobot","1280","1024","4.8","1/2""","","Global","90","GigE","120","12","59.6","C"
"MV-CA013-21UM","Hikrobot","1280","1024","4.8","1/2""","","Global","210","USB3","380","12","59.6","C"
"MV-CA013-A0GC","Hikrobot","1280","1024","4.8","1/2""","","Global","92.8","GigE","120","12","54","C"
"MV-CA013-A0GM","Hikrobot","1280","1024","4.8","1/2""","","Global","92.8","GigE","120","12","54","C"
"MV-CA013-A0UC","Hikrobot","1280","1024","4.8","1/2""","","Global","201","USB3","380","12","53","C"
"MV-CA013-A0UM","Hikrobot","1280","1024","4.8","1/2""","","Global","201","USB3","380","12","53","C"
"MV-CA016-10GC","Hikrobot","1440","1080","3.45","1/2.9""","","Global","78.2","GigE","120","12","71.4","C"
"MV-CA016-10GM","Hikrobot","1440","1080","3.45","1/2.9""","","Global","78.2","GigE","120","12","71.4","C"
"MV-CA016-10UC","Hikrobot","1440","1080","3.45","1/2.9""","","Global","249.1","USB3","380","12","71","C"
"MV-CA016-10UM","Hikrobot","1440","1080","3.45","1/2.9""","","Global","249.1","USB3","380","12","71","C"
"MV-CA017-10GC","Hikrobot","1608","1104","9","1.1""","","Global","68.5","GigE","120","12","72.44","C"
"MV-CA017-10GM","Hikrobot","1608","1104","9","1.1""","","Global","68.5","GigE","120","12","72.44","C"
"MV-CA020-10GC","Hikrobot","1624","1240","4.5","1/1.7""","","Global","60","GigE","120","12","72.08","C"
"MV-CA020-10GM","Hikrobot","1624","1240","4.5","1/1.7""","","Global","60","GigE","120","12","72.08","C"
"MV-CA020-10UC","Hikrobot","1624","1240","4.5","1/1.7""","","Global","89.1","USB3","380","12","75.4","C"
"MV-CA020-10UM","Hikrobot","1624","1240","4.5","1/1.7""","","Global","89.1","USB3","380","12","75.4","C"
"MV-CA023-10GC","Hikrobot","1920","1200","5.86","1/1.2""","","Global","41","GigE","120","12","70","C"
"MV-CA023-10GM","Hikrobot","1920","1200","5.86","1/1.2""","","Global","41","GigE","120","12","70","C"
"MV-CA023-10UC","Hikrobot","1920","1200","5.86","1/1.2""","","Global","40","USB3","380","12","70","C"
"MV-CA023-10UM","Hikrobot","1920","1200","5.86","1/1.2""","","Global","41","USB3","380","12","70","C"
"MV-CA032-10GC","Hikrobot","2048","1536","3.45","1/1.8""","","Global","37.5","GigE","120","12","73","C"
"MV-CA032-10GM","Hikrobot","2048","1536","3.45","1/1.8""","","Global","37.5","GigE","120","12","73","C"
